epoch,lr,time,loss
70,0.001,15:02:13,0.683260182539622
71,0.001,15:02:14,0.7033949991067251
72,0.001,15:02:15,0.6930842598279318
73,0.001,15:02:16,0.6619491577148438
74,0.001,15:02:17,0.6718598306179047
75,0.001,15:02:18,0.6301319301128387
76,0.001,15:02:19,0.5927925705909729
77,0.001,15:02:20,0.6061753928661346
78,0.001,15:02:21,0.5894503891468048
79,0.001,15:02:22,0.5516453584035238
80,0.001,15:02:23,0.5523019731044769
81,0.001,15:02:24,0.5358238617579142
82,0.001,15:02:25,0.5321925083796183
83,0.001,15:02:26,0.5377216140429179
84,0.001,15:02:27,0.508751725157102
85,0.001,15:02:28,0.4933822453022003
86,0.001,15:02:29,0.4971133271853129
87,0.001,15:02:30,0.4584691921869914
88,0.001,15:02:31,0.475629061460495
89,0.001,15:02:32,0.4549915740887324
90,0.001,15:02:33,0.4695804864168167
91,0.001,15:02:34,0.4480752299229304
92,0.001,15:02:36,0.45700110495090485
93,0.001,15:02:37,0.41313436627388
94,0.001,15:02:38,0.4175102114677429
95,0.001,15:02:39,0.41109178960323334
96,0.001,15:02:40,0.3925906817118327
97,0.001,15:02:41,0.38954851528008777
98,0.001,15:02:42,0.38682349026203156
99,0.001,15:02:43,0.37603841722011566
100,0.001,15:02:44,0.3675481180349986
101,0.001,15:02:45,0.38629446427027386
102,0.001,15:02:46,0.3429929167032242
103,0.001,15:02:47,0.35135896503925323
104,0.001,15:02:48,0.35907240211963654
105,0.001,15:02:49,0.3513990342617035
106,0.001,15:02:50,0.34714273114999133
107,0.001,15:02:51,0.3351418723662694
108,0.001,15:02:52,0.30654770384232205
109,0.001,15:02:53,0.32952016592025757
110,0.001,15:02:54,0.3296096722284953
111,0.001,15:02:55,0.2958655208349228
112,0.001,15:02:56,0.3063065856695175
113,0.001,15:02:57,0.3026338169972102
114,0.001,15:02:58,0.32449500759442645
115,0.001,15:02:59,0.2909684479236603
116,0.001,15:03:00,0.2954490085442861
117,0.001,15:03:02,0.2870125969250997
118,0.001,15:03:03,0.29838628073533374
119,0.001,15:03:04,0.2762405400474866
120,0.001,15:03:05,0.2806400805711746
121,0.001,15:03:06,0.26938920468091965
122,0.001,15:03:07,0.2738909423351288
123,0.001,15:03:08,0.2526157945394516
124,0.001,15:03:09,0.2615845625599225
125,0.001,15:03:10,0.26087163637081784
126,0.001,15:03:11,0.2773129617174466
127,0.001,15:03:12,0.24756857007741928
128,0.001,15:03:13,0.2710002784927686
129,0.001,15:03:14,0.26028043031692505
130,0.001,15:03:15,0.25899335245291394
131,0.001,15:03:16,0.2416164924701055
132,0.001,15:03:17,0.25277167310317356
133,0.001,15:03:19,0.24672162036101022
134,0.001,15:03:20,0.2362111508846283
135,0.001,15:03:21,0.25316467384497326
136,0.001,15:03:22,0.24997849514087042
137,0.001,15:03:23,0.2300557941198349
138,0.001,15:03:24,0.23296504219373068
139,0.001,15:03:25,0.21844032655159631
140,0.001,15:03:26,0.22928580890099207
141,0.001,15:03:27,0.22814115385214487
142,0.001,15:03:28,0.2170228436589241
143,0.001,15:03:29,0.2179891218741735
144,0.001,15:03:30,0.2322797253727913
145,0.001,15:03:31,0.24827406307061514
146,0.001,15:03:32,0.21498836825291315
147,0.001,15:03:33,0.2251113255818685
148,0.001,15:03:34,0.21841003249088922
149,0.001,15:03:35,0.2124146098891894
150,0.001,15:03:36,0.2116198589404424
151,0.001,15:03:37,0.2192006061474482
152,0.001,15:03:39,0.20662546157836914
153,0.001,15:03:40,0.21161905427773794
154,0.001,15:03:41,0.21716943631569544
155,0.001,15:03:42,0.20161270101865134
156,0.001,15:03:43,0.19595485925674438
157,0.001,15:03:44,0.1973398302992185
158,0.001,15:03:45,0.19631696740786234
159,0.001,15:03:46,0.20541842530171076
160,0.001,15:03:47,0.2057239512602488
161,0.001,15:03:48,0.1968631570537885
162,0.001,15:03:49,0.19274938851594925
163,0.001,15:03:50,0.19660265495379767
164,0.001,15:03:51,0.19321493804454803
165,0.001,15:03:52,0.20170767605304718
166,0.001,15:03:53,0.20811129361391068
167,0.001,15:03:54,0.20709399382273355
168,0.001,15:03:55,0.2013652299841245
169,0.001,15:03:56,0.19203114261229834
170,0.001,15:03:57,0.19509499271710715
171,0.001,15:03:58,0.20053958396116892
172,0.001,15:03:59,0.19384832183519998
173,0.001,15:04:00,0.17810125773151717
174,0.001,15:04:01,0.19307484229405722
175,0.001,15:04:02,0.17953801651795706
176,0.001,15:04:03,0.1829263096054395
177,0.001,15:04:05,0.1792424867550532
178,0.001,15:04:06,0.1954234540462494
179,0.001,15:04:07,0.18801320592562357
180,0.001,15:04:08,0.1717164913813273
181,0.001,15:04:09,0.18624110519886017
182,0.001,15:04:10,0.1783140922586123
183,0.001,15:04:11,0.180572879811128
184,0.001,15:04:12,0.1714066800971826
185,0.001,15:04:13,0.1924799382686615
186,0.001,15:04:14,0.1713162586092949
187,0.001,15:04:15,0.17917908976475397
188,0.001,15:04:16,0.18469046304623285
189,0.001,15:04:17,0.1780085414648056
190,0.001,15:04:18,0.18449378261963525
191,0.001,15:04:19,0.1714813013871511
192,0.001,15:04:20,0.15925773729880652
193,0.001,15:04:21,0.17910693089167276
194,0.001,15:04:23,0.18868847439686456
195,0.001,15:04:24,0.2050954500834147
196,0.001,15:04:25,0.1683317000667254
197,0.001,15:04:26,0.16588840261101723
198,0.001,15:04:27,0.1855425164103508
199,0.001,15:04:28,0.16396420324842134
200,0.001,15:04:29,0.1759155516823133
201,0.001,15:04:30,0.15907508631547293
202,0.001,15:04:31,0.16631331543127695
203,0.001,15:04:32,0.17427603403727213
204,0.001,15:04:33,0.17682526260614395
205,0.001,15:04:34,0.16996699323256811
206,0.001,15:04:35,0.1730325147509575
207,0.001,15:04:36,0.16821489234765372
208,0.001,15:04:37,0.1811035672823588
209,0.001,15:04:38,0.16391613831122717
210,0.001,15:04:39,0.1726150537530581
211,0.001,15:04:40,0.15457219257950783
212,0.001,15:04:41,0.16632201025883356
213,0.001,15:04:43,0.16289210071166357
214,0.001,15:04:44,0.16194537033637366
215,0.001,15:04:45,0.15803173432747522
216,0.001,15:04:46,0.15553209682305655
217,0.001,15:04:47,0.1924214536945025
218,0.001,15:04:48,0.17323493460814157
219,0.001,15:04:49,0.16460368037223816
220,0.001,15:04:50,0.15774478514989218
221,0.001,15:04:51,0.1677634765704473
222,0.001,15:04:52,0.14561044300595918
223,0.001,15:04:53,0.14446143868068853
224,0.001,15:04:54,0.15319264183441797
225,0.001,15:04:55,0.1593813473979632
226,0.001,15:04:56,0.16078276435534158
227,0.001,15:04:57,0.15566680828730264
228,0.001,15:04:58,0.15109965205192566
229,0.001,15:04:59,0.16531393428643545
230,0.001,15:05:00,0.16201218465963999
231,0.001,15:05:02,0.16069117188453674
232,0.001,15:05:03,0.16212177773316702
233,0.001,15:05:04,0.15426857769489288
234,0.001,15:05:05,0.17675193150838217
235,0.001,15:05:06,0.17484247932831445
236,0.001,15:05:07,0.1656471093495687
237,0.001,15:05:08,0.15691770364840826
238,0.001,15:05:09,0.15301136548320451
239,0.001,15:05:10,0.1535036824643612
240,0.001,15:05:11,0.15911051879326502
241,0.001,15:05:12,0.1642571563522021
242,0.001,15:05:13,0.16385135799646378
243,0.001,15:05:14,0.14746416235963503
244,0.001,15:05:15,0.15320204943418503
245,0.001,15:05:16,0.15269627422094345
246,0.001,15:05:17,0.1604466810822487
247,0.001,15:05:18,0.15612252553304037
248,0.001,15:05:19,0.16327412923177084
249,0.001,15:05:20,0.14931580424308777
250,0.001,15:05:21,0.1431543988486131
251,0.001,15:05:22,0.14743725582957268
252,0.001,15:05:24,0.16078292081753412
253,0.001,15:05:25,0.14369386186202368
254,0.001,15:05:26,0.14926728357871374
255,0.001,15:05:27,0.15294564018646875
256,0.001,15:05:28,0.1427681197722753
257,0.001,15:05:29,0.15853718171517053
258,0.001,15:05:30,0.14789040635029474
259,0.001,15:05:31,0.14959517866373062
260,0.001,15:05:32,0.13998674725492796
261,0.001,15:05:33,0.15979439516862234
262,0.001,15:05:34,0.15429185579220453
263,0.001,15:05:35,0.15019154300292334
264,0.001,15:05:36,0.16438609610001245
265,0.001,15:05:37,0.1475185826420784
266,0.001,15:05:38,0.16044818858305612
267,0.001,15:05:39,0.13951137041052183
268,0.001,15:05:40,0.14386042828361192
269,0.001,15:05:41,0.14112542817989984
270,0.001,15:05:42,0.1613279531399409
271,0.001,15:05:43,0.1429275373617808
272,0.001,15:05:44,0.1470256671309471
273,0.001,15:05:45,0.15392025063435236
274,0.001,15:05:46,0.13507482036948204
275,0.001,15:05:47,0.1476933757464091
276,0.001,15:05:49,0.1463156913717588
277,0.001,15:05:50,0.1291622705757618
278,0.001,15:05:51,0.1346806213259697
279,0.001,15:05:52,0.14772881319125494
280,0.001,15:05:53,0.1494703764716784
281,0.001,15:05:54,0.14376028875509897
282,0.001,15:05:55,0.14001172905166945
283,0.001,15:05:56,0.13816525787115097
284,0.001,15:05:57,0.14044889559348425
285,0.001,15:05:58,0.13915332406759262
286,0.001,15:05:59,0.14993836482365927
287,0.001,15:06:00,0.15320545434951782
288,0.001,15:06:02,0.13724890599648157
289,0.001,15:06:03,0.14072838922341666
290,0.001,15:06:04,0.15287664035956064
291,0.001,15:06:05,0.15288046995798746
292,0.001,15:06:06,0.13940644512573877
293,0.001,15:06:07,0.12904800722996393
294,0.001,15:06:08,0.140827938914299
295,0.001,15:06:09,0.12396504792074363
296,0.001,15:06:10,0.14712470769882202
297,0.001,15:06:11,0.1313150810698668
298,0.001,15:06:12,0.1346606599787871
299,0.001,15:06:13,0.13027499864498773
300,0.0001,15:06:15,0.12875390673677126
301,0.0001,15:06:16,0.13005359222491583
302,0.0001,15:06:17,0.12824011966586113
303,0.0001,15:06:18,0.13544869547088942
304,0.0001,15:06:19,0.14363833516836166
305,0.0001,15:06:20,0.144954115152359
306,0.0001,15:06:21,0.1418757140636444
307,0.0001,15:06:22,0.12051788531243801
308,0.0001,15:06:23,0.13987591862678528
309,0.0001,15:06:24,0.14341087142626444
310,0.0001,15:06:25,0.14492694785197577
311,0.0001,15:06:27,0.13295225178201994
312,0.0001,15:06:28,0.14560358971357346
313,0.0001,15:06:29,0.1310401496787866
314,0.0001,15:06:30,0.13137936467925707
315,0.0001,15:06:31,0.15342046692967415
316,0.0001,15:06:32,0.136658675968647
317,0.0001,15:06:33,0.1358304570118586
318,0.0001,15:06:34,0.17817785342534384
319,0.0001,15:06:35,0.1272217445075512
320,0.0001,15:06:36,0.12889841571450233
321,0.0001,15:06:37,0.1271939861277739
322,0.0001,15:06:39,0.13579096645116806
323,0.0001,15:06:40,0.12683829913536707
324,0.0001,15:06:41,0.14039511481920877
325,0.0001,15:06:42,0.143889540185531
326,0.0001,15:06:43,0.14975368976593018
327,0.0001,15:06:44,0.14354431629180908
328,0.0001,15:06:45,0.14821362247069678
329,0.0001,15:06:46,0.13337849577267966
330,0.0001,15:06:47,0.15174015363057455
331,0.0001,15:06:48,0.13474058359861374
332,0.0001,15:06:49,0.13100997855265936
333,0.0001,15:06:50,0.13616766035556793
334,0.0001,15:06:51,0.1304868459701538
335,0.0001,15:06:52,0.12561162933707237
336,0.0001,15:06:53,0.1490399713317553
337,0.0001,15:06:55,0.12062630305687587
338,0.0001,15:06:56,0.13467182343204817
339,0.0001,15:06:57,0.1265719197690487
340,0.0001,15:06:58,0.1373722900946935
341,0.0001,15:06:59,0.1341127591828505
342,0.0001,15:07:00,0.14816428224245706
343,0.0001,15:07:01,0.13706852495670319
344,0.0001,15:07:02,0.13826257487138113
345,0.0001,15:07:03,0.1445967418452104
346,0.0001,15:07:04,0.14071985334157944
347,0.0001,15:07:05,0.12444661681850751
348,0.0001,15:07:06,0.1312871053814888
349,0.0001,15:07:08,0.1359193796912829
350,1e-05,15:07:09,0.15308896700541177
351,1e-05,15:07:10,0.13698233043154082
352,1e-05,15:07:11,0.12711173544327417
353,1e-05,15:07:12,0.14597198367118835
354,1e-05,15:07:13,0.13181823988755545
355,1e-05,15:07:14,0.14613564809163412
356,1e-05,15:07:15,0.13330330202976862
357,1e-05,15:07:16,0.12683995688954988
358,1e-05,15:07:17,0.13237334663669267
359,1e-05,15:07:18,0.1288746496041616
360,1e-05,15:07:19,0.12862504397829375
361,1e-05,15:07:20,0.13434252391258875
362,1e-05,15:07:22,0.13486874103546143
363,1e-05,15:07:23,0.12955577174822488
364,1e-05,15:07:24,0.13324946413437525
365,1e-05,15:07:25,0.13149873539805412
366,1e-05,15:07:26,0.1536842236916224
367,1e-05,15:07:27,0.14170695220430693
368,1e-05,15:07:28,0.12943270429968834
369,1e-05,15:07:29,0.12975605204701424
