epoch,lr,time,loss
100,0.001,16:14:56,2.2509942054748535
101,0.001,16:14:56,2.237450122833252
102,0.001,16:14:56,2.224008560180664
103,0.001,16:14:57,2.2106423377990723
104,0.001,16:14:57,2.1973443031311035
105,0.001,16:14:57,2.1841578483581543
106,0.001,16:14:57,2.171066999435425
107,0.001,16:14:57,2.158033847808838
108,0.001,16:14:57,2.145066022872925
109,0.001,16:14:57,2.132183790206909
110,0.001,16:14:57,2.119374990463257
111,0.001,16:14:57,2.1066296100616455
112,0.001,16:14:57,2.0939648151397705
113,0.001,16:14:58,2.0813825130462646
114,0.001,16:14:58,2.068876028060913
115,0.001,16:14:58,2.0564632415771484
116,0.001,16:14:58,2.044159412384033
117,0.001,16:14:58,2.0319554805755615
118,0.001,16:14:58,2.019873857498169
119,0.001,16:14:58,2.0079262256622314
120,0.001,16:14:58,1.996098279953003
121,0.001,16:14:58,1.9843840599060059
122,0.001,16:14:59,1.9727861881256104
123,0.001,16:14:59,1.9612945318222046
124,0.001,16:14:59,1.9499109983444214
125,0.001,16:14:59,1.9386252164840698
126,0.001,16:14:59,1.927420735359192
127,0.001,16:14:59,1.9162976741790771
128,0.001,16:14:59,1.9052443504333496
129,0.001,16:14:59,1.8942433595657349
130,0.001,16:14:59,1.8832850456237793
131,0.001,16:14:59,1.8723517656326294
132,0.001,16:15:00,1.8614376783370972
133,0.001,16:15:00,1.8505287170410156
134,0.001,16:15:00,1.8396178483963013
135,0.001,16:15:00,1.828696846961975
136,0.001,16:15:00,1.8177589178085327
137,0.001,16:15:00,1.8067935705184937
138,0.001,16:15:00,1.7957916259765625
139,0.001,16:15:00,1.7847461700439453
140,0.001,16:15:00,1.7736499309539795
141,0.001,16:15:01,1.7625075578689575
142,0.001,16:15:01,1.7513350248336792
143,0.001,16:15:01,1.740159034729004
144,0.001,16:15:01,1.729002594947815
145,0.001,16:15:01,1.7178716659545898
146,0.001,16:15:01,1.7067553997039795
147,0.001,16:15:01,1.6956392526626587
148,0.001,16:15:01,1.6845179796218872
149,0.001,16:15:01,1.673391342163086
150,0.001,16:15:02,1.6622669696807861
151,0.001,16:15:02,1.6511493921279907
152,0.001,16:15:02,1.6400432586669922
153,0.001,16:15:02,1.6289498805999756
154,0.001,16:15:02,1.6178734302520752
155,0.001,16:15:02,1.606825590133667
156,0.001,16:15:02,1.595820426940918
157,0.001,16:15:02,1.5848701000213623
158,0.001,16:15:02,1.5739823579788208
159,0.001,16:15:03,1.5631595849990845
160,0.001,16:15:03,1.5524049997329712
161,0.001,16:15:03,1.5417228937149048
162,0.001,16:15:03,1.531116008758545
163,0.001,16:15:03,1.520587682723999
164,0.001,16:15:03,1.5101397037506104
165,0.001,16:15:03,1.4997729063034058
166,0.001,16:15:03,1.4894839525222778
167,0.001,16:15:03,1.47926926612854
168,0.001,16:15:03,1.4691250324249268
169,0.001,16:15:04,1.459046483039856
170,0.001,16:15:04,1.4490282535552979
171,0.001,16:15:04,1.439061164855957
172,0.001,16:15:04,1.4291362762451172
173,0.001,16:15:04,1.419237494468689
174,0.001,16:15:04,1.4093390703201294
175,0.001,16:15:04,1.399397373199463
176,0.001,16:15:04,1.3893693685531616
177,0.001,16:15:04,1.379300832748413
178,0.001,16:15:05,1.3694514036178589
179,0.001,16:15:05,1.360074520111084
180,0.001,16:15:05,1.3504045009613037
181,0.001,16:15:05,1.340520977973938
182,0.001,16:15:05,1.3308287858963013
183,0.001,16:15:05,1.321366310119629
184,0.001,16:15:05,1.311894416809082
185,0.001,16:15:05,1.302339792251587
186,0.001,16:15:05,1.2929190397262573
187,0.001,16:15:06,1.2836599349975586
188,0.001,16:15:06,1.2744314670562744
189,0.001,16:15:06,1.265205979347229
190,0.001,16:15:06,1.2560522556304932
191,0.001,16:15:06,1.2469934225082397
192,0.001,16:15:06,1.2380048036575317
193,0.001,16:15:06,1.229073405265808
194,0.001,16:15:06,1.2201815843582153
195,0.001,16:15:06,1.2113615274429321
196,0.001,16:15:07,1.20260751247406
197,0.001,16:15:07,1.1939400434494019
198,0.001,16:15:07,1.185356855392456
199,0.001,16:15:07,1.176789402961731
200,0.001,16:15:07,1.1682366132736206
201,0.001,16:15:07,1.1597700119018555
202,0.001,16:15:07,1.1513725519180298
203,0.001,16:15:07,1.1430600881576538
204,0.001,16:15:07,1.1348427534103394
205,0.001,16:15:08,1.1266862154006958
206,0.001,16:15:08,1.118630051612854
207,0.001,16:15:08,1.1106992959976196
208,0.001,16:15:08,1.1028128862380981
209,0.001,16:15:08,1.0948278903961182
210,0.001,16:15:08,1.0867923498153687
211,0.001,16:15:08,1.0789881944656372
212,0.001,16:15:08,1.0714393854141235
213,0.001,16:15:08,1.0638670921325684
214,0.001,16:15:09,1.0561773777008057
215,0.001,16:15:09,1.0486301183700562
216,0.001,16:15:09,1.0412986278533936
217,0.001,16:15:09,1.0339758396148682
218,0.001,16:15:09,1.0265942811965942
219,0.001,16:15:09,1.0193026065826416
220,0.001,16:15:09,1.0121738910675049
221,0.001,16:15:09,1.0050759315490723
222,0.001,16:15:10,0.9979261159896851
223,0.001,16:15:10,0.9908238053321838
224,0.001,16:15:10,0.9838355183601379
225,0.001,16:15:10,0.9769071936607361
226,0.001,16:15:10,0.9699757695198059
227,0.001,16:15:10,0.9630212187767029
228,0.001,16:15:10,0.9560869336128235
229,0.001,16:15:10,0.9491931796073914
230,0.001,16:15:10,0.9423355460166931
231,0.001,16:15:11,0.9355055689811707
232,0.001,16:15:11,0.9287027716636658
233,0.001,16:15:11,0.9219503402709961
234,0.001,16:15:11,0.9152654409408569
235,0.001,16:15:11,0.9086571931838989
236,0.001,16:15:11,0.9019145965576172
237,0.001,16:15:11,0.8950517177581787
238,0.001,16:15:11,0.8881818652153015
239,0.001,16:15:12,0.8815526962280273
240,0.001,16:15:12,0.8751325607299805
241,0.001,16:15:12,0.8688713312149048
242,0.001,16:15:12,0.863193929195404
243,0.001,16:15:12,0.8566595315933228
244,0.001,16:15:12,0.8499388098716736
245,0.001,16:15:12,0.8427026271820068
246,0.001,16:15:12,0.8369741439819336
247,0.001,16:15:12,0.8314910531044006
248,0.001,16:15:13,0.8244369029998779
249,0.001,16:15:13,0.8183109164237976
250,0.001,16:15:13,0.8126958608627319
251,0.001,16:15:13,0.8064300417900085
252,0.001,16:15:13,0.7999775409698486
253,0.001,16:15:13,0.7944288849830627
254,0.001,16:15:13,0.7884840369224548
255,0.001,16:15:13,0.7821108102798462
256,0.001,16:15:14,0.7768917679786682
257,0.001,16:15:14,0.7708028554916382
258,0.001,16:15:14,0.7650233507156372
259,0.001,16:15:14,0.7597168684005737
260,0.001,16:15:14,0.7538489699363708
261,0.001,16:15:14,0.7484237551689148
262,0.001,16:15:14,0.7429057359695435
263,0.001,16:15:14,0.7374931573867798
264,0.001,16:15:15,0.7319928407669067
265,0.001,16:15:15,0.72658771276474
266,0.001,16:15:15,0.72137051820755
267,0.001,16:15:15,0.715832531452179
268,0.001,16:15:15,0.7105104923248291
269,0.001,16:15:15,0.7051442861557007
270,0.001,16:15:15,0.699798047542572
271,0.001,16:15:15,0.6946351528167725
272,0.001,16:15:16,0.6894953846931458
273,0.001,16:15:16,0.6846056580543518
274,0.001,16:15:16,0.6795949339866638
275,0.001,16:15:16,0.6746151447296143
276,0.001,16:15:16,0.6697769165039062
277,0.001,16:15:16,0.6649230122566223
278,0.001,16:15:16,0.6601535081863403
279,0.001,16:15:16,0.6553434729576111
280,0.001,16:15:17,0.6507125496864319
281,0.001,16:15:17,0.6461094617843628
282,0.001,16:15:17,0.6415391564369202
283,0.001,16:15:17,0.6369725465774536
284,0.001,16:15:17,0.6324514150619507
285,0.001,16:15:17,0.6280071139335632
286,0.001,16:15:17,0.6235676407814026
287,0.001,16:15:17,0.6191369295120239
288,0.001,16:15:17,0.6147860288619995
289,0.001,16:15:18,0.610451340675354
290,0.001,16:15:18,0.6061917543411255
291,0.001,16:15:18,0.60190349817276
292,0.001,16:15:18,0.5976427793502808
293,0.001,16:15:18,0.5934150815010071
294,0.001,16:15:18,0.5891966223716736
295,0.001,16:15:18,0.5850263833999634
296,0.001,16:15:18,0.5808654427528381
297,0.001,16:15:19,0.5767165422439575
298,0.001,16:15:19,0.5725920796394348
299,0.001,16:15:19,0.5684731006622314
300,0.0001,16:15:19,0.5644097924232483
301,0.0001,16:15:19,0.564003586769104
302,0.0001,16:15:19,0.5635953545570374
303,0.0001,16:15:19,0.563188374042511
304,0.0001,16:15:19,0.5627842545509338
305,0.0001,16:15:20,0.5623820424079895
306,0.0001,16:15:20,0.5619802474975586
307,0.0001,16:15:20,0.5615783333778381
308,0.0001,16:15:20,0.5611770153045654
309,0.0001,16:15:20,0.5607765316963196
310,0.0001,16:15:20,0.5603770017623901
311,0.0001,16:15:20,0.5599777698516846
312,0.0001,16:15:20,0.5595790147781372
313,0.0001,16:15:21,0.5591812133789062
314,0.0001,16:15:21,0.5587841868400574
315,0.0001,16:15:21,0.5583879351615906
316,0.0001,16:15:21,0.5579923987388611
317,0.0001,16:15:21,0.5575974583625793
318,0.0001,16:15:21,0.5572032332420349
319,0.0001,16:15:21,0.5568095445632935
320,0.0001,16:15:21,0.5564160346984863
321,0.0001,16:15:21,0.556023120880127
322,0.0001,16:15:22,0.5556309223175049
323,0.0001,16:15:22,0.5552394390106201
324,0.0001,16:15:22,0.5548487305641174
325,0.0001,16:15:22,0.5544583797454834
326,0.0001,16:15:22,0.5540685653686523
327,0.0001,16:15:22,0.5536792278289795
328,0.0001,16:15:22,0.5532904863357544
329,0.0001,16:15:22,0.5529022812843323
330,0.0001,16:15:23,0.5525145530700684
331,0.0001,16:15:23,0.5521271228790283
332,0.0001,16:15:23,0.5517404675483704
333,0.0001,16:15:23,0.5513542890548706
334,0.0001,16:15:23,0.5509686470031738
335,0.0001,16:15:23,0.5505834221839905
336,0.0001,16:15:23,0.5501986742019653
337,0.0001,16:15:23,0.5498142242431641
338,0.0001,16:15:24,0.5494304299354553
339,0.0001,16:15:24,0.5490469932556152
340,0.0001,16:15:24,0.5486639142036438
341,0.0001,16:15:24,0.5482814311981201
342,0.0001,16:15:24,0.5478993058204651
343,0.0001,16:15:24,0.5475175976753235
344,0.0001,16:15:24,0.5471362471580505
345,0.0001,16:15:24,0.5467552542686462
346,0.0001,16:15:25,0.5463747382164001
347,0.0001,16:15:25,0.5459945797920227
348,0.0001,16:15:25,0.5456147789955139
349,0.0001,16:15:25,0.5452353954315186
350,1e-05,16:15:25,0.5448563694953918
351,1e-05,16:15:25,0.5448184609413147
352,1e-05,16:15:25,0.5447805523872375
353,1e-05,16:15:25,0.5447428226470947
354,1e-05,16:15:26,0.5447049140930176
355,1e-05,16:15:26,0.54466712474823
356,1e-05,16:15:26,0.5446293354034424
357,1e-05,16:15:26,0.5445915460586548
358,1e-05,16:15:26,0.5445536375045776
359,1e-05,16:15:26,0.54451584815979
360,1e-05,16:15:26,0.544478178024292
361,1e-05,16:15:26,0.5444403886795044
362,1e-05,16:15:27,0.5444027185440063
363,1e-05,16:15:27,0.5443648099899292
364,1e-05,16:15:27,0.5443270802497864
365,1e-05,16:15:27,0.5442892909049988
366,1e-05,16:15:27,0.5442516207695007
367,1e-05,16:15:27,0.5442138314247131
368,1e-05,16:15:27,0.5441760420799255
369,1e-05,16:15:27,0.5441383123397827
